6.474041 	 0.000000 
6.350036 	 1.000000 
6.187915 	 0.000000 
6.226741 	 0.000000 
6.226342 	 0.000000 
6.611840 	 0.000000 
6.412341 	 0.000000 
6.643686 	 0.000000 
6.765130 	 0.000000 
6.488961 	 0.000000 
6.430047 	 0.000000 
6.806980 	 0.000000 
7.022402 	 1.000000 
7.012649 	 0.000000 
6.924620 	 0.000000 
6.685691 	 0.000000 
6.358449 	 0.000000 
6.871624 	 1.000000 
7.001835 	 0.000000 
7.165554 	 0.000000 
6.900558 	 0.000000 
6.977424 	 0.000000 
7.082586 	 0.000000 
7.119348 	 0.000000 
7.002613 	 0.000000 
6.959584 	 1.000000 
6.705711 	 0.000000 
6.536102 	 1.000000 
6.517558 	 0.000000 
6.412093 	 0.000000 
6.354187 	 0.000000 
6.075073 	 0.000000 
5.711422 	 0.000000 
5.567591 	 0.000000 
5.668344 	 0.000000 
5.746098 	 0.000000 
5.508061 	 0.000000 
5.731795 	 0.000000 
5.807998 	 0.000000 
5.931805 	 1.000000 
5.837572 	 0.000000 
6.077247 	 1.000000 
6.323308 	 0.000000 
6.243785 	 0.000000 
5.965493 	 0.000000 
5.701919 	 0.000000 
5.589234 	 0.000000 
5.821488 	 0.000000 
5.822349 	 0.000000 
5.986362 	 0.000000 
6.124959 	 0.000000 
5.869704 	 0.000000 
6.014516 	 0.000000 
6.191486 	 0.000000 
6.224238 	 0.000000 
5.900915 	 0.000000 
5.952888 	 0.000000 
5.887573 	 0.000000 
5.597874 	 0.000000 
5.342659 	 0.000000 
5.326209 	 0.000000 
5.333030 	 0.000000 
5.525948 	 0.000000 
5.471389 	 0.000000 
6.071303 	 1.000000 
5.854700 	 0.000000 
6.173111 	 0.000000 
6.136263 	 0.000000 
6.255416 	 0.000000 
6.488069 	 0.000000 
6.519637 	 0.000000 
6.425746 	 0.000000 
6.820046 	 0.000000 
6.886831 	 0.000000 
6.710160 	 0.000000 
6.715281 	 0.000000 
6.881418 	 0.000000 
7.018989 	 0.000000 
6.979859 	 0.000000 
6.614574 	 0.000000 
6.833111 	 0.000000 
6.835264 	 1.000000 
6.844317 	 0.000000 
7.000414 	 0.000000 
6.756048 	 0.000000 
6.787315 	 0.000000 
6.896073 	 0.000000 
7.062937 	 0.000000 
6.845430 	 0.000000 
6.777441 	 0.000000 
6.689856 	 1.000000 
6.413179 	 0.000000 
6.510882 	 1.000000 
6.292239 	 0.000000 
6.417096 	 0.000000 
6.098486 	 0.000000 
6.005061 	 0.000000 
5.704565 	 0.000000 
5.821974 	 0.000000 
5.775441 	 0.000000 
5.890994 	 0.000000 
5.743431 	 0.000000 
5.620060 	 0.000000 
5.786105 	 0.000000 
6.023031 	 0.000000 
6.288859 	 0.000000 
6.455892 	 0.000000 
6.226135 	 0.000000 
5.969318 	 0.000000 
5.849180 	 0.000000 
5.872764 	 0.000000 
5.830660 	 0.000000 
5.914539 	 0.000000 
5.957238 	 0.000000 
6.150562 	 0.000000 
6.225063 	 0.000000 
5.864658 	 0.000000 
6.001310 	 0.000000 
6.060780 	 0.000000 
6.073499 	 0.000000 
5.853770 	 2.000000 
5.562967 	 0.000000 
5.597493 	 0.000000 
5.649688 	 1.000000 
5.624566 	 0.000000 
5.158236 	 1.000000 
5.159046 	 0.000000 
5.472854 	 0.000000 
6.196396 	 0.000000 
6.029900 	 0.000000 
5.942436 	 0.000000 
6.241889 	 1.000000 
6.257950 	 0.000000 
6.319485 	 1.000000 
6.717016 	 0.000000 
6.555315 	 0.000000 
6.758671 	 0.000000 
6.889888 	 2.000000 
6.938120 	 0.000000 
6.965360 	 2.000000 
6.992930 	 0.000000 
7.032391 	 0.000000 
6.968334 	 0.000000 
